Cities,Impersonation,Fondling,Pornography/Obscene Material,All Other Larceny,Theft of Motor Vehicle Parts or Accessories,Theft From Motor Vehicle,Simple Assault,Burglary/Breaking & Entering,Destruction/Damage/Vandalism of Property,Intimidation,Wire Fraud,Aggravated Assault,Drug/Narcotic Violations,Shoplifting,Weapon Law Violations,Motor Vehicle Theft,False Pretenses/Swindle/Confidence Game,Credit Card/Automated Teller Machine Fraud,Stolen Property Offenses,Statutory Rape,Theft From Building,Sodomy,Embezzlement,Counterfeiting/Forgery,Robbery,Drug Equipment Violations,Identity Theft,Rape,Kidnapping/Abduction,Sexual Assault With An Object,Murder and Nonnegligent Manslaughter,Animal Cruelty,Arson,Purchasing Prostitution,Extortion/Blackmail,Pocket-picking,Purse-snatching,Hacking/Computer Invasion,"Human Trafficking, Commercial Sex Acts",Assisting or Promoting Prostitution,Incest,Prostitution,Bribery,"Human Trafficking, Involuntary Servitude",Operating/Promoting/Assisting Gambling,Welfare Fraud,Negligent Manslaughter,Theft From Coin-Operated Machine or Device,Gambling Equipment Violation,Betting/Wagering,Total
LUNENBURG,4.0,0.0,2.0,35.0,3.0,10.0,31.0,30.0,55.0,8.0,0.0,15.0,13.0,83.0,5.0,8.0,27.0,6.0,3.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0
MENDON,2.0,0.0,2.0,16.0,0.0,1.0,11.0,4.0,14.0,4.0,0.0,4.0,6.0,1.0,0.0,3.0,12.0,1.0,2.0,3.0,5.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
MILFORD,31.0,0.0,3.0,99.0,0.0,21.0,185.0,19.0,95.0,31.0,1.0,35.0,25.0,44.0,3.0,22.0,42.0,11.0,8.0,6.0,54.0,3.0,0.0,12.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0
MILLBURY,26.0,3.0,1.0,56.0,6.0,9.0,45.0,22.0,41.0,13.0,0.0,16.0,21.0,49.0,3.0,11.0,29.0,9.0,4.0,1.0,13.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0
MILLVILLE,4.0,0.0,1.0,9.0,0.0,7.0,2.0,3.0,20.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
NORTHBRIDGE,14.0,1.0,0.0,92.0,1.0,13.0,31.0,25.0,71.0,7.0,0.0,16.0,16.0,31.0,2.0,13.0,28.0,4.0,3.0,6.0,23.0,2.0,0.0,6.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0
OXFORD,7.0,4.0,2.0,42.0,0.0,3.0,50.0,11.0,63.0,8.0,0.0,20.0,15.0,101.0,7.0,11.0,37.0,3.0,2.0,3.0,5.0,3.0,1.0,7.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0
PRINCETON,1.0,0.0,0.0,5.0,0.0,0.0,7.0,2.0,8.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
RUTLAND,10.0,0.0,2.0,13.0,0.0,3.0,28.0,4.0,26.0,19.0,0.0,17.0,4.0,1.0,2.0,3.0,9.0,3.0,5.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
SOUTHBOROUGH,11.0,0.0,1.0,8.0,1.0,2.0,9.0,2.0,10.0,8.0,0.0,5.0,4.0,2.0,1.0,2.0,9.0,3.0,2.0,0.0,7.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0
SOUTHBRIDGE,14.0,4.0,6.0,128.0,0.0,44.0,96.0,55.0,133.0,63.0,0.0,65.0,113.0,78.0,21.0,14.0,46.0,8.0,4.0,10.0,24.0,0.0,3.0,10.0,9.0,0.0,4.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0
SPENCER,10.0,1.0,0.0,37.0,1.0,2.0,24.0,14.0,43.0,1.0,17.0,12.0,7.0,7.0,2.0,7.0,2.0,6.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0
STERLING,10.0,0.0,0.0,13.0,0.0,4.0,14.0,9.0,19.0,5.0,0.0,7.0,3.0,0.0,1.0,2.0,6.0,3.0,1.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
STURBRIDGE,3.0,5.0,1.0,41.0,0.0,12.0,61.0,15.0,50.0,29.0,0.0,19.0,39.0,33.0,6.0,9.0,29.0,5.0,7.0,1.0,17.0,0.0,2.0,9.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0
SUTTON,18.0,1.0,0.0,29.0,1.0,0.0,14.0,17.0,19.0,11.0,0.0,10.0,17.0,7.0,3.0,5.0,25.0,6.0,1.0,0.0,9.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,202.0
TEMPLETON,4.0,1.0,2.0,9.0,0.0,2.0,35.0,8.0,16.0,3.0,0.0,13.0,3.0,2.0,0.0,3.0,5.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
UPTON,14.0,0.0,1.0,13.0,0.0,0.0,11.0,3.0,18.0,16.0,0.0,2.0,11.0,0.0,5.0,3.0,9.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
UXBRIDGE,15.0,0.0,1.0,33.0,0.0,5.0,44.0,12.0,37.0,15.0,0.0,15.0,16.0,13.0,1.0,8.0,23.0,3.0,1.0,5.0,9.0,1.0,0.0,7.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0
WARREN,2.0,0.0,3.0,5.0,0.0,0.0,8.0,8.0,8.0,6.0,0.0,4.0,9.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
WEBSTER,13.0,5.0,3.0,77.0,0.0,14.0,198.0,53.0,107.0,38.0,1.0,74.0,47.0,19.0,10.0,25.0,30.0,4.0,16.0,4.0,27.0,4.0,2.0,10.0,10.0,0.0,0.0,12.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0
WEST BOYLSTON,9.0,0.0,0.0,19.0,0.0,5.0,17.0,7.0,18.0,4.0,2.0,6.0,10.0,16.0,1.0,3.0,12.0,3.0,1.0,1.0,8.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,153.0
WESTBOROUGH,19.0,4.0,1.0,86.0,2.0,13.0,51.0,38.0,55.0,29.0,1.0,9.0,7.0,22.0,2.0,11.0,33.0,15.0,0.0,2.0,16.0,0.0,0.0,7.0,2.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0
WESTMINSTER,6.0,0.0,2.0,31.0,0.0,2.0,8.0,4.0,13.0,7.0,0.0,10.0,5.0,1.0,1.0,1.0,7.0,6.0,0.0,2.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
WINCHENDON,11.0,8.0,7.0,66.0,0.0,6.0,109.0,20.0,90.0,33.0,0.0,28.0,20.0,5.0,10.0,17.0,18.0,1.0,1.0,5.0,41.0,3.0,0.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0
WORCESTER,8.0,44.0,10.0,744.0,180.0,764.0,1461.0,879.0,1344.0,538.0,98.0,757.0,489.0,789.0,139.0,350.0,325.0,406.0,62.0,4.0,369.0,6.0,43.0,123.0,290.0,1.0,269.0,45.0,49.0,1.0,5.0,4.0,9.0,0.0,13.0,4.0,2.0,14.0,13.0,2.0,0.0,54.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,10712.0
WELLFLEET,0.0,3.0,0.0,20.0,0.0,6.0,5.0,4.0,23.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
ANDOVER,0.0,4.0,0.0,90.0,7.0,31.0,74.0,28.0,63.0,4.0,5.0,10.0,55.0,4.0,0.0,7.0,27.0,36.0,0.0,0.0,15.0,1.0,0.0,6.0,1.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0
MARBLEHEAD,0.0,7.0,1.0,53.0,0.0,17.0,38.0,12.0,57.0,14.0,2.0,12.0,3.0,4.0,3.0,2.0,31.0,8.0,4.0,1.0,24.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0
MIDDLETON,0.0,1.0,0.0,35.0,0.0,4.0,12.0,6.0,18.0,5.0,0.0,15.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
SWAMPSCOTT,0.0,1.0,0.0,80.0,1.0,42.0,34.0,25.0,39.0,0.0,0.0,5.0,7.0,18.0,0.0,7.0,28.0,9.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0
HOLLAND,0.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
BEDFORD,0.0,2.0,0.0,11.0,1.0,18.0,8.0,9.0,3.0,1.0,0.0,5.0,9.0,6.0,1.0,1.0,15.0,1.0,2.0,0.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.0
BILLERICA,0.0,1.0,5.0,35.0,15.0,28.0,90.0,40.0,99.0,40.0,29.0,19.0,64.0,19.0,4.0,9.0,21.0,29.0,0.0,1.0,26.0,0.0,1.0,10.0,7.0,43.0,38.0,4.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0
MALDEN,0.0,10.0,4.0,253.0,3.0,93.0,314.0,67.0,231.0,46.0,0.0,128.0,40.0,75.0,19.0,74.0,59.0,21.0,0.0,2.0,28.0,0.0,1.0,20.0,35.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1559.0
FRANKLIN,0.0,8.0,0.0,54.0,1.0,17.0,83.0,4.0,23.0,2.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0
MILTON,0.0,2.0,1.0,9.0,1.0,18.0,24.0,23.0,20.0,0.0,0.0,6.0,4.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
RANDOLPH,0.0,12.0,2.0,200.0,7.0,36.0,223.0,74.0,188.0,63.0,12.0,56.0,39.0,76.0,8.0,33.0,27.0,23.0,0.0,1.0,29.0,0.0,1.0,14.0,18.0,20.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.0
MATTAPOISETT,0.0,1.0,0.0,18.0,0.0,0.0,10.0,12.0,12.0,8.0,0.0,10.0,9.0,1.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
ASHBURNHAM,0.0,2.0,1.0,17.0,0.0,0.0,13.0,4.0,27.0,6.0,2.0,5.0,4.0,0.0,1.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0
BOYLSTON,0.0,1.0,0.0,5.0,0.0,0.0,6.0,7.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
HOPEDALE,0.0,1.0,1.0,7.0,0.0,0.0,20.0,4.0,10.0,9.0,0.0,0.0,6.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
PAXTON,0.0,1.0,0.0,8.0,0.0,2.0,16.0,1.0,9.0,1.0,0.0,2.0,5.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
DALTON,0.0,0.0,1.0,19.0,0.0,10.0,8.0,5.0,15.0,6.0,0.0,10.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
GREAT BARRINGTON,0.0,0.0,1.0,30.0,0.0,4.0,30.0,5.0,22.0,3.0,0.0,13.0,7.0,9.0,2.0,3.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
OAK BLUFFS,0.0,0.0,1.0,43.0,0.0,0.0,32.0,9.0,26.0,4.0,0.0,23.0,4.0,19.0,1.0,3.0,7.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
WEST TISBURY,0.0,0.0,1.0,20.0,0.0,1.0,12.0,2.0,8.0,3.0,0.0,8.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
HOLYOKE,0.0,0.0,7.0,789.0,2.0,152.0,611.0,252.0,608.0,320.0,0.0,265.0,580.0,396.0,92.0,121.0,33.0,41.0,68.0,0.0,21.0,0.0,3.0,43.0,62.0,0.0,1.0,40.0,7.0,0.0,1.0,1.0,9.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4530.0
SOUTHAMPTON,0.0,0.0,1.0,11.0,0.0,8.0,11.0,4.0,17.0,0.0,0.0,11.0,2.0,7.0,0.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
ACTON,0.0,0.0,2.0,55.0,5.0,24.0,62.0,27.0,67.0,18.0,0.0,18.0,8.0,12.0,1.0,4.0,66.0,28.0,0.0,1.0,31.0,2.0,4.0,10.0,2.0,0.0,35.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0
WALTHAM,0.0,0.0,1.0,283.0,1.0,63.0,265.0,92.0,171.0,43.0,0.0,85.0,41.0,79.0,16.0,40.0,97.0,3.0,0.0,1.0,18.0,0.0,0.0,24.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.0
LAKEVILLE,0.0,0.0,1.0,48.0,1.0,24.0,20.0,28.0,25.0,1.0,0.0,9.0,26.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0
BARRE,0.0,0.0,2.0,4.0,0.0,3.0,24.0,8.0,14.0,15.0,0.0,11.0,18.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
NORTH ATTLEBOROUGH,0.0,0.0,0.0,102.0,0.0,88.0,105.0,27.0,64.0,6.0,27.0,19.0,8.0,133.0,1.0,7.0,0.0,30.0,1.0,0.0,0.0,0.0,11.0,15.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0
NORTON,0.0,0.0,0.0,5.0,2.0,2.0,10.0,6.0,7.0,4.0,0.0,14.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
CHILMARK,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
EDGARTOWN,0.0,0.0,0.0,65.0,0.0,0.0,27.0,12.0,30.0,7.0,0.0,22.0,3.0,10.0,1.0,2.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
AQUINNAH,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
TISBURY,0.0,0.0,0.0,39.0,0.0,1.0,22.0,12.0,14.0,4.0,0.0,20.0,9.0,3.0,2.0,1.0,7.0,0.0,0.0,2.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
BOXFORD,0.0,0.0,0.0,12.0,0.0,6.0,1.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
NAHANT,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,9.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
ROCKPORT,0.0,0.0,0.0,2.0,0.0,1.0,17.0,3.0,16.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
TOPSFIELD,0.0,0.0,0.0,6.0,0.0,5.0,2.0,2.0,15.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
GOSHEN,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
